accountid,summonername,championsplayed,championpoollabel
_ClRADAGAVpagwAmWcOOamxfhMf4E56V60dFz-id1Dez,"루실 내게 힘을줘",1,"champion spoon"
_CLzMkn41BZjd3CPxoF0TMtVRI_Df04IH-sLuHTb9gmx,탑미드정글만,1,"champion spoon"
_cm2he3Oc4vD-0Y6UB8lJl6Fwl6TgdBsCu9JGCVWkEeMtrLOWjvXEaVg,"원소술사 럭스2",1,"champion spoon"
_cMpPg_JoyeSrcEiRuSOOBKkHUNfMmeCtADWb3c4_kmPrIU92JI_bhHq,"ri ben gui zi 17",2,"champion spoon"
_cmu_-wkxgs0L1cBVWTfp0Ii9htdVxvEru8Fpeq4IFSK,큐우웃,4,"champion spoon"
_CmW4lnTeAF2GjgkYz5XPR-rG2nw4zuSO1UOCkgrmwnz,ShaED,1,"champion spoon"
_CN4S2WX_TzvmCXNFRVUg6fSraE44iVSJXOGtD6AcFYPisY,pikipoko,1,"champion spoon"
_CNgEphRkqO3hJ9yt8k6iWhNIzakiNpI5oWiEOWBp1WAzpM,술줘달콤한니입술,1,"champion spoon"
_CNlzyC8AtHyTz4PRHpzyd95fTxG1r-lRfzTglYI8_6GohE,구사즈,1,"champion spoon"
_CO32RsQZ8nhthphzCNJgdJ89QilzBDW9wyC86QF77602Ry0TXrFY0vr,턱광대,1,"champion spoon"
_CObUVNv5imOU4Ao0j3BgSqb-XsEFoAALtYzm2Eh9X--EmnxFRHZAU5J,철이에오,1,"champion spoon"
_CotEV7w8kMd9deJ6EGjdOeU2LQHpG9grf5T_Rp2LddBVME,오니짱탑좀오라고,2,"champion spoon"
_cp-PeSjZjvpwLwjVtGcNWirEKGrRc39Z-K5z7ARw1iB-hk,WYWYWYWYWYW,1,"champion spoon"
_Cp3pDgFCV1U2LjE3GJErSPpjkrk-uH15uAXxG_9LwkYDDg,고먐미만세,1,"champion spoon"
_CPf2pbqLIbCSCQYaI_aGOxt7Bqu4b1l5ohSVfxMEWth4eM,"예원 콩콩이",1,"champion spoon"
_cPHbccr81MZD77F-nnLKlE8qhSYtytAQX6BYQ7VWCEP,KingOG,1,"champion spoon"
_cPkVwzPezXeii7L7QUPckII6-iggaR2r6kpMHfFZdwp,Sundaymorninf,2,"champion spoon"
_CQ9XwYvQiPUAY3G1zPRtJKD8HMS2n5xtnghtXB1t8UTWtw,이태원왕블루,1,"champion spoon"
_cqOeDg3BEuuds0mAyyb9BfQtSbSkHsH4vCb6rS18Ut1,채널고정,1,"champion spoon"
_cRBQr_kw9h8ez_66W0f_eJnTuSvq-xB-lANpoSBkq9J,Zinease,1,"champion spoon"
_cRcOo8y8DhkU3XAgIounsno8JlO1s0Yis6w6qVIm12h,Arder,6,"champion pool"
_CRDNh3lFcKpBVV7fiFrJGuDWlO5dnI3VR-rI4ZrCVJZ,세일러뭉,1,"champion spoon"
_cRp6UIyqmSkMnVPIbmEMTzq9-3LkrowTWs3__nFFOQO,"징 수",2,"champion spoon"
_CRV90BXVN6syC9jvb6oQ-TEjc1Zro-HBD6iYDqy6K33p9s,"한화노조 오다혜",2,"champion spoon"
_CS71NutNGv5xqwJLC2kKGs_VRpV3D_DdPrt447ZWfffVlItMHaT3iVD,"배성우 고추작음",1,"champion spoon"
_CsAC0l4lJ3yNceNqPAaaoULAM3wUxp-kGBkRy_aTJ7DTR4pi5wR-vAe,천익여,1,"champion spoon"
_Csf6cbzwGU1wwfhAwNyEIf0J1nsqiPxwGHe-11pf_nM,찹쌀떡장인모찌찌,1,"champion spoon"
_CtCs-B-N4OOuVa4R093xC_Be6HaH7nqIXl_hvPKasCfBAU,"브금틀면 펜타",1,"champion spoon"
_ctgF7_0ui_5FFqpU8IUmVI_oepKTwh59g2CFZanDXvD,천천히오가는대화,1,"champion spoon"
_CThIfxP3b6lZ-I51FDDPaVAQfBQy-9rMwIcwKl4IbJoWCM,"브론즈 키아나 ",1,"champion spoon"
_cTk3p3B1tDT5opsWyc_NkwYhIgQtjX3kDXcCae4_1v_,휴지왕타닥이,1,"champion spoon"
_CtmozGioePeITf2POL43RPHUngzaTOUYMd0O2wqp22J5WrzOxIaiDJN,"참치의 정원",1,"champion spoon"
_CtRdFt9Xl4LmwD0ducQHDTz9F4gFWISevwj-0i9jMcsBPI,"명지대 박창건",8,"champion pool"
_cTv6JxpnLqScCCuFfYiO6ez0pAxKDvVIRhV9IlR-uTOXMQTo0S3fxiC,"네 곁에 있고싶어",3,"champion spoon"
_CtYDU-aNeHKR-AKRQjxtUsUq1lvXdjl0ipV_3C0Z3V-tv0,내안의열정용솟아,1,"champion spoon"
_CUB201ikVbSsV42pokdAv3mTADUX-QJHf_20UpnmdLGgLc,"푸 글",2,"champion spoon"
_cUn1JVTv3mJ9OX9zQsGKCT8pMeYrAPG500fcBd5AAe0SVI,데스사이트,1,"champion spoon"
_CVasgiKCgiFzwC10fR8g1qHUre09DaSWAAi-EziU_rNui59M1VICRUF,차재식,5,"champion spoon"
_cVbmxGD0Wq2JuoL-OFdM2fFyTAJ0rryIu_jqqZVNCfw,임희찬,1,"champion spoon"
_cVDuSIMBTsQr1sM--vowtp_Esckl4PnDnSF58cegMTPhco,출출해,1,"champion spoon"
_CVH-90TcUwwcZCQSQm05NjsG7pKTqObmSPreK8IpEdiVWg,LeeAun,1,"champion spoon"
_cvnfMkyfdxN0GJ4ivB9e3aZsb_rXCeZ7FHy8gwNOOrq_pU,부추충,1,"champion spoon"
_CvqK8pTRRqyA0c5JfSJduL64fmrUYBTooK0eCvDCNOfpgq09Ln-2n0o,"부케라 햇 야 ",1,"champion spoon"
_cw0tMFlTGcwE15ZSEELCwOyaIHpdqyGqMvUfSyAguKoSlILyEEl8M-Y,"Want Be Good Man",2,"champion spoon"
_CWnMfDM8wP_wV-fiDk2ZRRvU2nBe4X3dPhr-iGMo2w,강원물평창수,19,"champion pool"
_cwqqc-LS_MGjq6KBOSce2UttZc97HyP7OhVk2OYXsbg,노은하,2,"champion spoon"
_Cx-MBGHwV3uagetUnsUIzmjO-MYNr2Ar3qgAQDyVFFucKHD6cnarwyU,"예은 여왕님",1,"champion spoon"
_cXsh3em4J9MQCNHHQZyt7HV4ife2epfC05C_p4Ec5TYwOw,2침대위무법자2,1,"champion spoon"
_CYqQWDfHgPcQOyVdI59G0CwMNr1PgnbYUV3wPxudHrCVwM,점점갈리는어금니,2,"champion spoon"
_czCGjKGw0nJ8MJvq5zYDV9NIzmtX0ToFCkBDYKLPRCZgEI,"화려한 솔로킬님",2,"champion spoon"
_CZxBdmz9ZdG4rYCykuJSjUvjhZWF7huVGSIROR-VxHR,"장민철 fan",1,"champion spoon"
_D-NBvA5Y7NaUQ_sNtxg_kZOl8QZmLKbgHC7diCiN_kc9xAfNYWs1f33,"Lets Run",1,"champion spoon"
_d0_on0NJ5F5GrjwWJEFT7sz1DLRMo7KZJCSZNd0d3hI,야동그만봐,1,"champion spoon"
_D07fhKwFHdXyScMw4SuW3nS-zypVth0BzOHo_HHyEcF,다야갈거야,1,"champion spoon"
_D08CHL4R901do3MTOA1Cs80uaBmQF2hEc9rCoktGOfw,넓고푸른우리강산,1,"champion spoon"
_D230ewGKz9K_2hsETIvaFcvjQZVqDoqFOFYoaEijsO4,다사용중이냐왜,1,"champion spoon"
_d2BtWNa3bamOuQUsa8mKzNQlBJqQWtQkFOVvsxjjlbP,꽃세슘,1,"champion spoon"
_d2h44xpx8-gy9i2-NV_BawtyRwv_Q7_Um8-_IZHNyTfbiU,"밝 음",1,"champion spoon"
_D2QjIT4PUCquI_wAiM8aGG_j5lafYuUfDI5v-fVG5-Rnl8,ansqudwl1,1,"champion spoon"
_D2VtFLeIcG6NzkArmqzNXIDp1mKXDX0w79DZ3JIOETj,NiSiM,1,"champion spoon"
_d2xjDwrobQ4AcZYdLQ2mUY9aBE8FPxKhmJ7xLhFwrKqLl8,용서받지못한인2,1,"champion spoon"
_D3UqD7M2tMwNcFt6NdZQXoHoePnai4uHiasz-tZN65K-ow,여친의분수쇼,1,"champion spoon"
_d4_98bQ6ZqYWrp8kGYqcP1EXGih6-iBZZiYxWncv85c,MoonSur,1,"champion spoon"
_d57Kkz0pAqVhUhpEbHQl2xAGj92ZKzmX7k_pb4WKIHwcWQ,탑으로이상한거함,2,"champion spoon"
_d5lkdseAat22AyQlbg7nxtAGdIf_5KAEKX2qpW1MrxqRbfte_hoIp21,마zzi마zzi,3,"champion spoon"
_d5TobjH5GuofnnKcn-kFLDDO4TDv6e15QGVj1LXoumL,걱정말라요,1,"champion spoon"
_d6coiAiUMxr6sXS6u3L6AS5WXkjkB4jac24ywYLYY6H,성택아일좀하자,1,"champion spoon"
_D76WO7Up4WKmdXUMTjKj05tAbL5snZ87gqX5r_fvuIn,"야한 서폿냄새",2,"champion spoon"
_d7R9SjKi_M6e3zV5bDKQuoh-1YTLXO-GP9p-5pvIoqDnHsHOwVaADTS,삼계진드기,3,"champion spoon"
_dBasPqooh7UrcdYcDtO_hRNiNKij2ZJiXiXJH5yvYeyzDo,ZeroSunny,1,"champion spoon"
_dBJ6ke6x2V9DgVgiHWJnBpjsqjekM-BdLMJjyZMq3wyS9oT53k3WbC6,중3프로지망,28,"champion sea"
_DBQoU0va7DwhfHS058vvoY7Rikg4Yr7FOybF0TLT0dG,유원지깡패,1,"champion spoon"
_dbWhOFYI2T8upRoYJMUy95KTScm8xKdfB1CBVTr6uFtQ0g,강남구청맥도날드,1,"champion spoon"
_dc2TR4NTxD1GSSHEcJE0puZ3M9Qyr48sqetxkjzJ5T0kZDqDpWm0jyX,"유튜브 엔마",1,"champion spoon"
_dc7qIDKYlCs9IHMASp1HBRsLDu1T371-VM58wdz2a4cBCA,싸로롱,1,"champion spoon"
_dCQ7it22lDKo24-F0L6idzzRqjrtpmfyMAKHfBCGG4jyKs,주사위형,1,"champion spoon"
_dCtWAc7MBn4GPuC8zZC-uUradnEuWxKB-_2oVHfzw18DKqEQoNH4dqR,"완 성 s",1,"champion spoon"
_ddFD_ejdukyCuo8CgIMTIdtCaomn8Oz3qNROJ50QQig,늙은피지컬,1,"champion spoon"
_ddlM0MX51ONte1YywloTPNkKRiyV4Kkw2kmBMPFBAwi,야구쟁이야구르트,1,"champion spoon"
_ddM_4v2PCyt8iFuibPFMQYnicDuvBun-zgNhmbOufIA,"SCV 유망주",1,"champion spoon"
_deiAXgnkFHlY964Z02grTW6Vp4ji6yFoheYoBcDi58POeDE2Bdg2kdm,"Small Cat0424",5,"champion spoon"
_denE9TYUfwOvIId9qZFjGhP1whMD81AAu5HZIqHyRqs30k,"xiao ni mama",1,"champion spoon"
_DeOmeC-m6icwr_bMIEslls8OPFbY1kOoDtiJ8lIgoWkOWM,이나카,1,"champion spoon"
_df24ncaQe6cxe2isscFiviJXJl_g1-segST8g_kHHYE,나지뇽,1,"champion spoon"
_dfKjInPpof3VShUThtUQCxZmjLvgvN75XzjWWvHRDm7,"내가제일 애송이",3,"champion spoon"
_DfKPT-Myrt8a9Dhiz4oIXmnpHDzmm2weEyuMfBDy0RR,Pose,7,"champion pool"
_DFOlTiVckO8hiiVU_yWut89hxZBn-tc8SRHeQ2owxnO,"Pink Island",1,"champion spoon"
_dFyN67QxkeMC8o8c7o2e6xkxfKYw1e-5piWsXQSFacU,"건들면 짖어유",2,"champion spoon"
_dg0L4Txl4w-VCKPghJfbgOL6F2PMSDcyCfzMuLD85qJfNM,내가원딜이라니,1,"champion spoon"
_dGcpUnZJpG3nfZwBghGrV-YY7rPYbYUdxTDGAV1qs3n,NamKing,1,"champion spoon"
_Dgj-FEG0hNHkx_4VyaCaAR1iXNOQJkVgkZ_jZiikdfCCc8,민규는고츄가철,1,"champion spoon"
_dGRm2hmFHXcHMwbSIEnBUbxF4gbcfkzik6EUzq2y88,친환경무농약,1,"champion spoon"
_DHkYRdGCjFy0trhPcWIzzr9GfgJcsHU_ZT3l8OaYUS8,"포로왕 킹포로",2,"champion spoon"
_DHP9_EBChjqkzcxMOXBHAxlMeLRSOUWFOZgA9MJ2du9S3A,"극 섹",1,"champion spoon"
_dhzbjsBOimIWufTLp5mgy8jdw54ZQlEW3HVT0SjtnD2V0XtOmGCwuIZ,"D1 D2 no mom dog",18,"champion pool"
_dj7mvOpEbNK88H4pPtmrCPb1anu0t15NMxVjoX6bW1c,암살가,1,"champion spoon"
_djK1SKEVLFb2E1HwxczzIDqs9vdva8QVy1Xh2EacW24,ggojjing,1,"champion spoon"
_DJLpO8e6McipG-ARFzJH-yHPh0H1En-PxRNWVJFo-9t,"오산시 은둔고수",8,"champion pool"
_dJp2-IOqNAQB1HtNf9-U-QiUb2Unlihbgatx3ZlFymNpnk,엉덩이가찰진소년,2,"champion spoon"
_djqhhbh-lfvS8VBsvoBh2LNPGN6vlPcXy9cMGV9UDRPSqc,"대구 항시대기남",1,"champion spoon"
_dKFNNkoK6ALP9VGwoFb9yejZ1IR9NoYFSTAglE99JRA,차가운이루실,1,"champion spoon"
_dkk52sRgMzklyAdX_Zka4ZARtknsvwyTvNP-9IyZJcE,"Youtube 말핏",6,"champion pool"
_dkwFeBRar5_y3WA-AcxScnYGD_CAG0bkpQlirSyGo7i,홍체인식,1,"champion spoon"
_dlCSG9iM7zPSXypLaMbdetHCD-jNEkPSrmk22QFMvi3,"GB Ddubi",1,"champion spoon"
_dlL010fzd2iCNVh3WMBh009FBhtLLL0LUGo2VjhKNohvaU,"상어스시 덮밥",1,"champion spoon"
_dlMdONsS3mF06b_yI1ultr9MrdBy4f23a_SDtF4qZfTOXI,푸시엥,1,"champion spoon"
_DluI9tIXB_x3dgS999lY5137Na6YkasOZBA6NyBEE1oGtQ,나승용,2,"champion spoon"
_dm5bXDGfHTG8PeZ28tKxSSyiecb3a9x7TltX1Sq1Vv16WU,"댕기모링 샴푸",1,"champion spoon"
_Dm6wMRHnRrWyYjLKNM9Ut1v3fya8sh3E7_m0sBhjsaYRjmzCs7lM4BR,아프리카이상호,7,"champion pool"
_dmdCjmeBORwwP1AqMg27VYLXuWzrCtfpF-5394fG27G,VICTORYBRO,1,"champion spoon"
_DnghAH5Oxh2yYHxLAbxx0DdYsobZDzG84LNisSDf3GN,임잘리,2,"champion spoon"
_doNypaQ-5qts4QNrlSI1Q-NW60fHqjgA7I2Vy9pBZFy,개도지,1,"champion spoon"
_dOpK2G2aXv2s0JQ7ASVB0Qm9fweYymuZpd2QodMW9Q8,허룡짱,2,"champion spoon"
_DOSHzqDA6SdoKyAzbA737AgFJwxb8rwU25tTYlPQnls,"chelonia myda",1,"champion spoon"
_DppukphrwRwRvSAjklsxWuU6ZvZcgY7QPT772V_zvKa,카오스하다롤함,1,"champion spoon"
_DPrB-h0IjHXW7apNeYtzEgulAxvIShs2GYmFwdOK4Y,효빠기,1,"champion spoon"
_dPRUwFXpkPGmU9vBMdTHZ-vbO_EzJI1ZoJNcr44CNv2z1o,싫으냥,1,"champion spoon"
_dPYNY2dxtrp4jiiAfUAWVQipDfGNe66sZakmlroCzbsemA,"아 룡",1,"champion spoon"
_dPZzwb7DLEvMeom3nNG13CFhcr0J7m3shZfwfpIUs9nr_4,BaekJS,1,"champion spoon"
_dQFR1ipTsmS8rJmTdLIQGtcHHwC_1PQqd9PxZeQHAXg,"마지막 발악",1,"champion spoon"
_Dqgj4HPpfZeqNndxJqvKJsAn91Cn_Ln2o9GB3RpemPj2TA,Rogigi,1,"champion spoon"
_dQJhBARDbm_qFzKvw6fIKKntFji30zvHkBn0iUepXyzZ9gr-jHD0VAX,BluesHK,1,"champion spoon"
_DR353ofsRuooOQ9fEhwbeZnIBBD7sUMbeUQpq3LPyhF,요이츠의늑대,1,"champion spoon"
_dR3B8JtOGklZHqv2pvW9MQ2FWdsZZe3jltQmfOTaEmS,원딜은벌레,1,"champion spoon"
_DR7D6kTVcG9HyUEVWKtaUyT3bCup7do8ibjha91JrG89oY,"현서리 딜할래",10,"champion pool"
_DRfKjDMxJJuTgvD2lhxNbplEkLFQYPe5SI2IVTiBt2wcco,"Sayonara Memory",1,"champion spoon"
_drITQffiZ7hwWiAZMbybnCcZWlO5WT5AASbMqGJkXhgc8o,"iseo fan",1,"champion spoon"
